X,Y,Env,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
513776.3365,4950083.318,0,0,1,2,2,2,2,1,1,1,1,1,0,2,2,0,2,0,1,1,2,1,2,2,1,2,2,2,2,0,1,0,0,2,1,1,1,1,1,2,2,0,1,1,1,0,2,2,0,1,2,1,1,2,1,0,0,1,1,1,0,2,0,0,0,0,2,0,1,1,1,0,2,1,2,1,1,2,2,1,1,2,0,1,2,1,0,1,2,0,0,1,1,0,2,1,0,0,1,2,2
544134.5947,4944354.01,0,1,2,2,1,0,2,0,1,1,2,2,0,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,0,0,0,0,2,0,1,2,2,2,1,1,2,0,1,0,0,2,2,1,1,1,0,1,2,1,1,0,1,1,2,0,0,2,1,0,1,1,0,0,1,0,1,2,1,0,1,2,1,2,1,0,2,1,0,2,0,1,1,0,1,1,1,1,1,1,2,2,2
519273.067,4926704.677,0,0,2,2,1,2,1,2,1,0,2,1,1,2,1,2,0,1,1,1,1,1,1,2,2,0,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,0,0,0,2,1,1,0,1,0,0,0,0,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,2,1,0,0,0,1,2,2,1,1
518259.6699,4994557.772,5,2,0,2,0,1,1,0,2,2,2,2,0,1,1,2,0,1,1,2,2,0,1,0,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,2,1,1,2,1,0,2,1,0,1,0,2,0,1,0,1,1,0,1,1,1,1,1,0,2,1,0,2,0,2,0,2,1,0,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,0,1,2,1,2,1,0,0,0,2,2,0
554049.0545,4912907.679,0,0,1,1,0,0,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,0,1,2,1,0,0,1,1,2,1,0,1,0,1,1,0,1,0,0,2,1,0,0,1,2,1,2,0,2,2,0,0,2,0,2,0,0,0,2,0,2,2,1,2,1,0,1,0,1,0,1,1,0,1,1,0,1,2,0,0,0,1,2,2,2,2,1,2,2,0,1,1,0,1,1,1,0
499695.024,4910222.117,0,0,2,1,2,0,2,2,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0,1,2,2,0,1,1,1,1,0,2,1,0,0,1,2,0,1,2,1,0,2,0,1,0,1,0,1,0,1,1,2,0,0,2,1,2,1,2,2,0,0,2,0,1,2,1,0,0,0,1,1,0,1,2,1,0,2,2,1,0,1,1,0,2
478571.7496,4950425.443,5,1,2,2,2,0,0,1,2,1,2,0,1,2,1,1,1,1,2,2,2,1,0,2,2,1,1,2,2,1,1,0,1,1,1,0,1,1,1,1,1,0,2,2,1,0,1,0,1,1,0,2,0,1,1,2,1,2,1,1,1,2,1,1,2,1,0,2,0,0,1,2,2,1,1,2,0,2,0,1,0,2,1,0,1,1,1,1,0,2,2,2,1,1,1,0,0,1,2,2,2
492421.7354,4940760.076,5,0,2,2,1,0,1,2,1,0,0,1,2,0,1,1,0,2,2,1,1,2,1,2,0,1,0,0,2,0,1,0,1,2,1,2,2,1,2,1,1,2,2,0,2,1,1,1,1,0,0,2,1,0,0,1,2,0,1,1,1,2,1,1,0,1,2,0,2,0,0,0,1,2,1,2,0,1,1,0,0,1,0,1,0,1,1,0,0,2,1,2,1,1,1,1,1,0,2,2,0
500708.2376,4993818.756,5,2,1,1,2,1,2,2,1,1,0,2,1,0,0,2,0,1,1,1,1,0,0,2,0,0,0,0,2,1,1,0,1,1,0,1,1,2,1,2,1,2,1,0,0,1,1,1,2,0,1,0,1,1,0,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,1,2,2,0,0,0,0,1,1,2,1
537434.8967,4991843.894,5,2,1,2,1,0,2,0,2,2,0,2,1,2,1,1,1,0,1,1,2,1,2,1,0,1,1,2,2,0,1,1,0,0,2,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,0,0,1,1,1,1,1,2,0,1,1,2,2,1,0,0,1,1,1,1,1,1,1,1,1,0
562366.5122,4956921.126,0,2,1,1,2,0,2,0,1,1,1,1,0,2,0,2,1,0,0,2,2,0,1,2,0,2,0,0,1,0,1,1,1,1,2,1,0,1,2,2,2,0,1,2,1,0,0,0,2,1,0,1,0,2,0,1,2,0,2,1,1,2,2,1,0,0,2,2,1,2,2,0,2,0,1,0,0,1,2,0,0,2,2,2,1,0,1,0,1,0,0,2,2,1,1,2,0,1,2,2,1
511925.4691,4974458.5,5,2,1,1,0,2,1,2,1,0,0,0,0,0,2,2,0,0,1,2,1,1,0,1,1,0,0,0,1,0,2,1,0,0,1,0,0,0,1,2,0,2,2,2,0,0,2,1,1,0,0,1,2,1,0,2,0,1,0,2,0,2,2,1,0,1,1,2,2,1,0,1,1,2,1,1,1,2,2,2,0,0,1,1,0,0,1,1,2,0,2,2,1,0,2,0,1,1,2,1,0
558015.5376,4937127.631,0,2,1,2,0,1,2,2,1,0,1,1,2,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,2,0,2,1,1,1,2,0,1,2,1,0,0,1,1,0,2,1,2,2,2,2,2,2,0,1,1,0,1,1,0,0,2,1,1,2,2,1,0,1,1,0,2,0,1,1,0,0,0,1,0,1,2,1,2,1,1,0,1,2,0,2,1,1,0,2,2,2,1,0,2
521028.2728,4960913.137,5,2,0,1,0,2,0,2,1,1,2,1,0,1,2,2,0,1,2,1,2,2,2,2,2,1,2,1,0,0,1,0,1,1,2,0,2,1,0,1,1,0,1,2,0,0,2,2,0,1,1,1,2,2,1,0,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,0,0,1,0,0,1,2,0,2,1,1,0,1,1,1,1
514234.1533,4915388.159,0,0,2,1,1,1,2,1,2,1,0,0,1,0,2,2,0,1,1,1,2,0,0,2,0,1,2,1,2,0,2,2,1,2,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1,1,1,0,1,1,1,2,2,1,2,2,1,1,1,0,1,2,1,1,1,1,1,2,2,0,0,2,0,0,2,0,0,1,1,0,1,1,1,2,0,1,0,1,2,1,2,0,1,0,2,1,1
503293.8419,4974156.924,0,2,2,1,1,1,1,2,1,1,1,1,1,0,0,2,2,1,2,2,2,1,2,2,2,2,1,1,2,0,1,1,0,2,1,0,2,2,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,2,1,1,1,2,0,1,1,1,1,1,1,0,1,0,2,1,1,2,1,0,0,1,0,1,1,2,2,1,1,2,1,2,0,0,1,0,1,2,0,0,1,2,1
498029.7308,4917287.15,0,0,2,1,1,0,2,2,1,2,1,0,1,1,2,1,1,1,0,0,1,2,1,2,1,1,1,1,1,1,1,0,1,2,0,2,2,1,1,1,0,1,1,1,1,0,1,2,0,0,1,1,0,0,1,1,1,0,0,2,1,2,0,0,1,2,2,2,1,0,1,0,2,2,2,2,0,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,1,1,2,1,1,1,1,1,0
489621.5202,4965379.937,0,1,2,0,0,2,2,1,0,1,1,1,0,1,0,2,1,0,2,2,2,1,2,0,0,2,0,1,0,0,1,2,0,1,0,1,2,1,2,2,1,2,1,2,0,1,2,1,1,0,0,0,1,2,0,2,1,1,1,0,0,1,2,1,1,1,0,2,1,0,1,2,0,1,1,2,2,2,1,1,0,2,1,0,0,2,2,1,1,1,1,2,0,1,2,1,2,1,2,1,1
539246.679,4911342.337,0,0,1,1,0,2,1,1,1,1,2,0,1,0,2,2,1,1,1,1,1,2,1,1,0,2,1,0,1,2,0,2,0,2,1,1,2,2,0,2,1,2,0,0,2,0,1,0,2,1,2,2,1,0,1,2,2,2,1,1,1,1,0,0,2,1,1,1,2,2,0,2,2,0,2,1,1,2,2,1,2,1,1,0,0,1,2,2,0,0,0,2,2,1,2,0,0,2,0,2,2
538833.3344,4936286.942,0,1,0,2,1,1,1,1,0,1,2,1,1,2,1,2,1,1,0,0,2,0,1,2,1,1,1,1,0,1,2,1,1,2,1,2,2,0,1,2,1,1,2,1,1,1,1,0,1,0,1,0,0,2,0,2,1,1,2,0,0,1,1,0,2,2,1,0,2,1,1,2,1,0,1,2,0,2,1,1,1,1,2,1,1,2,2,2,2,2,1,0,1,2,2,0,0,2,2,2,2
509553.491,4981245.366,5,2,2,1,1,1,2,0,1,2,2,2,0,1,1,1,0,2,2,2,1,2,1,1,1,1,2,1,2,0,1,2,0,1,0,1,2,2,1,1,1,1,2,1,0,1,2,1,0,0,0,1,1,1,0,2,0,1,0,2,1,1,2,2,0,0,1,0,2,1,0,1,0,1,1,1,0,2,2,0,2,2,2,1,0,2,2,1,0,2,1,2,1,0,1,0,1,0,1,2,1
504127.9411,4934424.323,0,0,2,2,1,2,1,2,2,2,0,0,1,2,1,2,0,0,2,2,2,2,2,2,0,2,1,1,2,1,2,1,1,2,0,2,2,1,2,0,0,0,1,1,2,1,2,1,1,0,2,2,2,1,0,1,0,1,1,2,1,2,1,0,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,0,1,2,0,0,1,1,1,2,2,1,1
569673.2555,4909379.656,5,0,2,2,2,2,1,0,2,0,2,2,2,2,1,0,1,2,0,2,1,0,0,2,0,1,0,1,1,0,1,2,0,1,1,1,0,0,2,2,1,1,2,1,2,0,2,2,2,0,0,1,1,0,0,1,2,1,0,2,0,0,2,0,1,0,2,0,0,0,1,1,2,0,2,1,2,1,2,0,0,2,0,0,0,2,0,1,1,2,0,2,0,0,0,2,1,2,2,2,2
537493.4694,4990903.607,5,2,2,1,2,0,2,0,1,2,2,1,0,2,0,0,1,0,2,0,1,0,1,0,1,1,0,1,2,0,0,0,2,0,2,0,0,1,1,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,0,2,0,2,2,1,2,2,1,0,0,1,0,2,1,1,0,2,1,2,0,1,1,2,0,2,2,0,1,1,2,1,1,1,1,2,0,1,1,0,0,2,1,0,0
505260.9556,4991764.469,5,2,2,1,1,1,1,1,2,2,2,2,1,1,1,0,1,1,2,2,0,1,1,2,0,0,2,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,0,0,1,1,2,0,0,1,1,1,1,2,0,0,0,2,0,0,1,2,1,1,0,1,2,0,2,2,1,2,0,2,1,1,2,1,1,1,2,1,0,0,2,1,1,1,1,2,2,0,0,0,1,0,2,1,1
505847.4587,4941360.608,0,1,2,1,1,0,0,2,2,1,1,0,1,1,0,2,0,1,2,2,1,1,1,1,2,2,0,0,2,1,1,0,0,1,2,2,1,1,2,1,1,0,2,1,1,1,1,0,0,0,1,0,2,0,0,2,1,1,1,1,0,2,2,1,2,1,2,1,1,1,0,2,2,2,1,1,0,2,2,0,1,2,1,1,1,1,1,2,2,0,0,2,1,2,0,1,1,1,2,2,1
545964.0915,4937451.978,5,1,2,1,1,0,2,1,0,0,2,1,1,2,0,0,1,0,1,1,2,0,2,0,0,2,1,0,0,1,2,1,2,2,1,0,2,1,1,1,2,1,2,1,1,1,0,0,0,1,1,2,2,2,1,2,2,0,1,1,1,2,2,0,2,2,2,0,1,0,2,2,2,0,1,1,1,1,0,1,1,2,1,1,2,1,2,2,0,1,0,2,1,1,1,1,1,2,2,1,2
509515.3278,4988250.934,5,2,1,2,2,2,2,1,0,1,2,1,2,1,0,2,0,1,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,1,0,1,0,2,2,2,0,1,0,0,0,1,1,1,0,0,1,2,1,2,2,1,0,0,2,2,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,2,2,0,1
478320.181,4953669.599,0,1,1,2,1,0,2,1,2,2,1,2,0,0,2,2,1,1,1,0,1,2,1,2,2,2,1,1,1,0,0,0,0,2,1,1,1,0,2,0,2,2,2,1,0,0,1,1,0,0,0,0,2,0,2,2,1,2,1,1,2,2,0,1,1,0,1,1,2,1,1,1,2,1,1,2,1,0,1,1,1,2,1,0,0,1,1,1,1,1,2,1,1,0,1,0,2,0,1,2,0
499411.3419,4967249.752,5,2,2,2,1,2,2,2,1,0,2,0,1,2,2,2,1,0,2,1,0,0,2,2,1,0,0,2,0,1,1,1,0,0,1,2,1,1,1,1,1,2,1,2,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,0,1,1,1,1,0,1,1,1,1,0,0,2,1,1,2,2,0,2,2,1,1,2,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,2,1,2,2
505189.6506,4956046.34,5,1,2,1,2,1,1,2,0,1,2,0,2,0,0,2,2,1,1,2,2,2,2,2,1,1,0,1,1,0,1,1,0,1,1,1,2,1,2,0,2,0,1,1,0,0,2,2,1,0,2,2,1,0,1,1,2,2,1,1,1,2,0,1,0,2,1,1,1,0,1,0,2,2,2,2,0,2,2,0,0,2,2,2,0,2,2,2,2,2,1,2,0,0,0,1,1,2,0,2,0
493941.6649,4975948.65,5,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,0,1,2,1,2,1,1,0,1,1,0,2,2,2,0,0,1,1,2,1,2,2,2,1,0,1,1,1,1,0,0,0,2,1,0,1,1,2,1,2,1,2,2,1,1,0,0,1,2,0,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,0,0,2,1,1,1,0
556537.5378,4947228.59,0,2,1,2,0,1,1,0,2,1,2,1,2,1,1,1,1,2,1,1,1,0,1,1,2,1,1,1,0,2,2,2,1,2,1,1,1,0,1,2,1,0,2,1,2,0,1,1,2,2,0,1,1,1,1,1,1,0,1,0,2,1,2,1,0,1,2,2,0,2,1,0,2,1,2,1,1,1,2,2,1,1,2,0,2,0,0,0,0,0,0,2,2,1,0,0,2,1,2,1,2
534025.5223,4929788.781,0,0,0,1,1,1,2,1,0,1,2,0,1,0,1,2,0,0,1,1,2,0,1,1,1,1,1,1,0,0,1,0,2,2,1,1,1,2,0,0,1,1,1,1,2,0,0,1,0,0,2,2,2,0,0,0,2,1,2,0,0,2,0,0,2,1,1,2,1,2,0,2,2,0,1,1,1,1,1,1,0,2,1,1,2,1,1,1,1,1,1,0,2,1,1,2,2,1,1,2,2
558784.2547,4980508.68,0,2,2,1,0,1,2,0,1,2,1,1,1,1,0,0,1,0,1,0,2,2,2,0,0,1,0,2,0,1,0,0,0,2,1,1,1,2,1,1,2,0,2,2,2,1,2,0,1,1,2,1,2,2,1,1,2,0,2,1,1,0,1,1,2,1,0,1,0,0,1,1,0,1,2,1,1,0,2,2,1,2,2,1,1,2,0,1,1,2,0,2,2,1,0,2,0,1,2,1,1
558938.7998,4947069.224,0,2,1,2,2,1,2,2,2,2,2,1,0,1,1,1,2,1,1,1,1,2,1,1,1,2,0,2,0,0,1,1,0,0,1,1,2,1,2,1,0,1,1,0,2,1,1,0,2,2,0,0,2,1,0,0,0,1,1,0,0,1,2,0,1,1,1,1,1,2,0,1,2,0,1,1,1,1,1,1,2,2,2,0,0,0,2,0,0,0,0,2,1,2,1,1,1,2,2,2,2
499747.8394,4956853.761,5,1,2,2,1,0,2,1,1,2,1,0,2,1,0,2,2,0,0,2,1,1,0,0,1,2,2,1,2,0,0,1,0,1,0,1,1,1,1,0,2,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,2,1,0,1,0,1,0,1,1,2,1,0,2,2,2,2,1,1,2,2,2,0,0,1,1,2,0,0,1,1,1,0,0,0,0,1,1,1
512581.333,4986878.483,5,2,2,0,1,0,0,2,1,1,1,2,2,1,1,1,0,0,2,2,0,1,2,0,0,1,1,0,2,0,1,0,1,1,1,0,2,2,1,1,0,2,1,2,0,1,2,1,0,0,1,1,2,1,0,2,1,1,1,2,1,1,1,0,0,0,1,1,2,0,1,2,2,1,1,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,2
488513.3059,4927621.535,0,0,2,2,1,1,0,2,1,0,0,1,2,2,1,1,1,0,0,0,1,2,1,0,0,2,2,1,2,0,2,0,2,1,1,1,1,1,2,1,2,0,2,1,1,2,1,0,0,0,1,2,2,2,0,0,0,0,1,2,2,2,0,0,0,0,2,1,0,1,2,2,2,2,1,2,0,2,1,2,1,2,1,0,1,2,0,2,2,0,2,0,2,0,2,0,1,1,1,2,1
545376.8721,4977565.306,0,2,1,2,1,0,0,2,2,2,2,2,2,1,1,1,1,1,2,0,2,1,2,1,1,1,1,0,1,0,1,1,1,1,1,0,1,2,2,1,2,1,2,1,0,1,1,0,1,1,1,1,2,0,0,1,0,2,1,0,1,0,2,1,1,1,0,1,2,2,1,2,1,0,0,2,0,1,0,1,1,2,1,2,1,1,1,0,1,1,0,2,0,1,2,0,0,2,1,1,2
502488.6457,4943578.504,0,0,2,1,0,2,2,2,1,0,1,0,1,0,0,2,0,1,1,1,0,1,0,2,2,2,1,1,2,0,1,0,1,0,2,1,1,1,1,0,1,2,1,2,1,0,2,0,0,1,0,2,2,1,0,1,0,1,1,0,0,0,1,0,0,0,1,2,2,1,0,2,1,2,1,2,1,0,2,2,0,2,2,1,0,1,1,0,2,0,2,1,1,0,2,1,2,2,1,2,0
490459.278,4954839.006,0,1,1,2,1,0,1,1,0,1,2,0,1,2,1,2,0,2,2,2,2,2,1,2,1,0,1,1,2,0,1,0,1,2,0,2,1,2,1,1,2,1,1,2,2,0,2,1,0,2,0,1,0,1,2,2,1,2,1,1,0,2,2,2,1,0,2,1,0,1,1,2,2,0,0,2,1,1,1,2,0,2,0,1,0,2,0,2,0,1,1,0,1,0,1,1,2,0,1,1,1
550315.866,4964319.971,5,1,2,2,1,0,0,2,0,1,1,2,1,2,0,1,1,1,2,1,2,0,1,2,2,0,1,1,0,0,2,1,2,1,1,1,0,0,2,2,1,0,2,1,0,0,2,2,0,0,0,1,2,1,0,0,1,1,1,1,1,0,2,1,1,1,1,0,0,1,0,2,1,0,1,2,1,1,2,1,2,2,2,1,2,0,1,0,0,0,0,1,1,1,0,2,2,1,2,2,2
568677.3509,4936932.505,5,2,2,1,0,0,2,1,1,1,2,2,0,1,2,0,1,1,2,2,0,0,1,1,1,1,1,1,2,1,1,0,0,2,0,2,2,2,0,2,1,1,1,1,1,0,0,1,2,0,1,0,2,0,0,1,1,1,2,1,1,1,1,0,1,2,2,1,1,1,0,1,2,0,0,1,0,1,1,1,0,2,0,1,1,1,1,2,2,2,0,2,2,1,1,0,2,2,1,2,1
496782.5898,4928871.699,0,0,2,1,2,0,0,2,1,2,1,0,2,0,1,1,0,2,2,2,1,0,1,1,1,2,2,2,1,1,1,1,0,2,1,1,2,1,2,2,2,1,2,1,1,2,1,0,0,0,2,2,1,1,0,1,0,1,1,1,0,1,1,0,1,2,0,1,2,0,1,1,2,0,2,2,0,1,2,0,0,1,1,1,2,2,0,1,2,1,2,1,0,0,1,1,2,1,2,2,1
560250.829,4929088.336,5,0,1,1,0,0,2,2,1,1,2,0,1,0,2,2,2,1,1,1,2,0,1,1,1,1,0,1,0,1,2,2,1,2,0,2,1,1,0,2,1,1,2,0,2,0,1,1,2,0,0,0,0,1,2,1,0,0,1,1,1,1,2,1,1,1,1,1,0,0,1,2,2,0,2,2,0,1,1,1,0,2,1,1,0,0,0,1,0,1,0,1,2,1,0,2,2,2,1,0,1
548376.3643,4947256.635,0,1,1,1,1,1,2,0,1,1,2,1,0,2,1,1,2,0,2,0,2,1,1,1,1,1,0,1,1,1,2,1,2,2,0,1,1,0,1,1,2,1,1,0,1,1,2,2,1,2,0,2,0,1,0,1,0,1,0,0,0,1,2,1,1,0,1,1,1,0,1,1,1,1,1,2,0,0,2,1,1,2,1,1,2,0,2,0,2,2,0,2,0,0,2,2,0,1,1,2,1
519425.0699,4991817.357,5,2,1,1,1,2,2,2,2,1,2,1,0,2,1,0,0,0,0,2,1,1,2,1,1,0,1,0,1,2,1,1,0,1,1,2,0,1,1,1,0,0,1,1,1,2,1,0,1,0,0,2,0,2,1,2,0,1,1,0,1,1,1,1,0,1,1,0,2,1,1,0,1,2,0,2,1,2,2,1,0,0,1,0,1,1,1,1,2,2,1,2,1,1,1,0,0,1,0,1,0
548803.2381,4943076.502,5,2,2,2,1,2,2,1,1,0,1,0,1,2,1,0,1,1,2,2,1,2,0,1,0,2,1,1,1,2,1,1,1,1,0,0,2,0,2,2,1,2,2,1,0,0,1,0,0,0,2,2,2,0,0,2,2,1,1,2,0,0,1,0,0,2,2,0,0,1,1,1,1,0,1,1,2,1,1,2,0,1,0,0,2,1,0,1,0,0,0,2,1,1,1,1,0,2,2,1,1
529902.9822,4912583.867,0,0,2,2,2,0,2,2,0,1,2,0,2,0,2,2,1,1,1,0,0,0,1,0,1,1,2,0,0,0,1,0,1,1,0,1,0,0,1,2,2,0,1,1,2,0,0,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,1,1,2,1,1,2,1,2,2,0,1,2,2,1,1,1,0,0,2,1,2,1,1,0,1,1,1,0,1,1,1,2,2,1,2
533662.2716,4944071.49,5,0,2,2,1,1,1,2,2,0,1,1,0,1,1,1,2,0,0,2,1,0,1,0,1,2,2,1,2,0,2,0,0,2,1,0,1,0,0,0,1,2,1,0,2,0,1,2,0,0,0,1,1,2,0,0,2,0,2,1,0,2,0,2,2,1,2,2,1,0,0,2,0,0,2,2,2,2,1,2,0,1,1,2,2,1,0,1,2,0,0,2,1,0,1,0,2,0,1,2,2
563913.0838,4920395.085,5,0,1,1,1,1,2,1,2,1,1,0,2,2,1,2,2,1,1,1,1,2,2,0,0,1,1,1,0,1,2,2,0,1,0,2,1,1,1,2,1,1,0,1,1,1,2,0,2,1,1,2,0,1,0,2,0,0,2,1,0,1,1,0,2,1,0,2,1,1,2,0,0,0,1,1,2,1,1,0,1,2,0,1,0,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1
565901.9205,4958451.899,5,2,0,1,0,0,2,1,1,1,2,2,1,2,0,0,1,0,0,0,1,2,0,1,0,2,1,0,1,2,2,0,0,1,2,0,0,0,0,2,1,1,2,2,1,0,2,0,1,0,1,2,1,1,0,0,1,1,2,1,1,0,2,1,0,1,1,2,0,1,1,1,2,0,2,1,0,2,1,0,0,2,2,2,2,0,2,0,1,0,0,2,2,1,0,2,1,2,1,2,2
516184.6504,4919733.307,0,0,2,2,2,1,1,2,1,2,0,2,1,0,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,0,1,1,1,2,1,2,2,2,0,1,2,1,0,2,2,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,2,1,0,0,1,0,1,0,2,1,0,2,1,0,1,1,0,0,2,0,0,2,0,1,1,0,2,0,1,0,1,0,2,0,2,2,2,1,2,1,0
531667.9923,4927099.645,0,0,2,1,0,1,2,2,1,0,2,0,0,1,1,2,1,1,2,2,1,1,2,2,1,0,2,0,1,0,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,0,0,2,0,1,1,1,0,0,0,2,2,2,0,1,0,0,1,0,1,2,1,0,2,2,1,2,1,1,1,2,1,2,2,0,1,1,1,2,1,1,2,1,1,0,0,2,2,0,1,0,1,1,2,2,2
503226.2127,4931392.923,0,0,1,0,0,2,0,1,2,1,2,0,2,0,1,1,2,1,0,0,1,2,2,0,1,0,0,2,2,0,2,0,0,0,1,2,2,0,2,1,2,1,2,1,1,2,1,2,1,0,0,2,2,1,0,0,2,1,0,1,0,1,1,0,1,0,2,1,1,0,2,0,1,1,1,2,1,2,2,0,1,2,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,2,0
522623.4214,4993656.071,5,2,1,1,1,2,2,1,2,2,2,1,0,1,1,2,0,0,0,2,2,1,2,1,1,1,1,1,1,1,0,2,1,2,1,0,1,1,1,1,0,0,2,2,1,1,0,2,1,0,1,0,2,0,1,2,1,0,1,2,1,0,1,1,2,0,2,2,2,2,1,1,1,2,2,2,0,1,1,1,1,2,1,1,1,0,0,1,2,2,0,1,0,0,2,0,0,1,1,1,2
506182.5568,4983852.318,5,2,0,2,1,2,2,2,1,1,1,1,1,1,1,2,1,0,2,1,0,2,1,2,1,0,2,2,2,0,0,2,0,1,1,1,1,0,1,1,0,1,2,1,0,2,2,2,0,0,0,0,2,0,1,1,2,1,0,2,0,1,0,1,0,0,2,0,1,1,0,2,1,1,1,2,2,2,2,1,1,2,2,2,0,0,1,2,1,1,2,1,0,0,0,1,1,1,1,2,1
526816.2246,4960629.971,5,2,0,0,0,1,2,1,2,2,2,0,0,1,2,2,2,1,1,2,1,0,1,0,2,0,1,0,0,0,1,2,1,2,1,1,2,0,1,1,2,1,2,1,2,0,1,1,2,2,1,0,2,1,0,1,2,0,2,1,0,1,1,1,1,0,0,2,1,1,1,0,1,0,1,1,0,1,1,1,2,2,2,0,1,2,1,0,1,1,1,1,2,1,1,0,1,1,2,2,1
530034.3994,4952670.057,5,1,1,1,0,1,2,1,2,2,2,1,0,1,2,2,1,1,1,2,1,0,2,0,0,0,1,0,1,0,1,2,2,1,1,1,2,1,2,2,2,0,1,1,2,0,2,1,2,1,0,2,0,2,1,2,1,0,1,0,1,2,2,1,0,1,1,1,0,1,1,1,2,1,2,2,0,2,2,0,0,2,2,0,1,1,1,1,1,2,0,2,2,1,1,0,1,1,2,2,2
550018.3312,4909516.819,5,0,2,1,0,1,2,1,0,0,0,0,1,2,2,1,0,0,1,2,2,2,1,0,0,2,1,0,1,1,1,2,2,1,0,0,1,1,2,2,1,1,2,2,1,0,1,1,0,1,2,0,2,1,0,0,2,1,0,1,1,0,0,0,2,1,0,1,1,1,1,1,2,0,1,0,2,2,2,0,2,2,0,0,1,1,2,0,1,0,0,1,2,0,1,0,0,2,1,1,2
505671.9626,4987677.263,5,2,1,2,0,2,2,0,0,2,0,2,1,1,2,1,2,2,1,2,0,0,1,1,1,0,0,2,2,0,0,2,0,1,0,1,2,1,2,1,0,2,2,0,0,0,2,1,1,1,0,1,1,1,1,1,0,1,0,2,2,0,1,2,1,2,1,1,0,2,0,1,1,1,1,2,1,1,2,1,2,0,1,1,2,1,0,2,0,1,2,1,1,1,0,0,2,1,0,2,2
560722.9458,4931863.994,5,2,2,1,0,1,2,2,1,2,1,2,2,2,1,1,2,0,2,1,1,2,2,1,2,2,1,1,0,1,2,1,0,2,1,0,2,2,0,1,2,1,2,1,2,0,2,1,1,2,0,1,2,1,0,1,2,1,2,1,1,0,2,1,2,0,2,0,1,1,2,1,2,0,2,1,0,1,0,1,0,2,1,1,2,1,1,1,0,1,0,2,1,0,2,2,1,2,0,2,1
505633.265,4913618.343,0,0,1,2,0,2,1,2,1,1,2,0,1,2,2,1,0,1,0,0,2,2,1,2,2,2,1,1,1,1,2,0,2,2,1,2,1,1,1,0,0,0,2,1,0,2,2,1,0,0,0,2,0,0,2,1,2,1,1,0,2,1,1,0,2,2,2,1,1,1,2,0,2,1,2,2,0,0,2,0,1,2,1,2,0,1,0,2,1,2,1,2,1,1,1,2,1,1,1,2,1
